1.233437776565551758e+00 2.405074596405029297e+00 1.876579284667968750e+00 0.000000000000000000e+00
1.373421669006347656e+00 2.150898218154907227e+00 2.377112388610839844e+00 0.000000000000000000e+00
1.872885227203369141e+00 1.924081802368164062e+00 2.275966882705688477e+00 0.000000000000000000e+00
2.373355865478515625e+00 1.720780611038208008e+00 2.034762620925903320e+00 0.000000000000000000e+00
2.835983991622924805e+00 1.578030705451965332e+00 1.820514440536499023e+00 0.000000000000000000e+00
2.536329507827758789e+00 2.078623294830322266e+00 1.628572583198547363e+00 0.000000000000000000e+00
2.268371105194091797e+00 2.579053640365600586e+00 1.456486701965332031e+00 0.000000000000000000e+00
2.029162168502807617e+00 3.078514337539672852e+00 1.302558302879333496e+00 0.000000000000000000e+00
1.814748764038085938e+00 2.900516271591186523e+00 1.165124773979187012e+00 0.000000000000000000e+00
1.623336672782897949e+00 2.594635963439941406e+00 1.042168617248535156e+00 0.000000000000000000e+00
1.451804280281066895e+00 2.320423364639282227e+00 9.320610761642456055e-01 0.000000000000000000e+00
1.298672914505004883e+00 2.075713634490966797e+00 8.337512612342834473e-01 0.000000000000000000e+00
1.161443948745727539e+00 1.856367945671081543e+00 7.456529140472412109e-01 0.000000000000000000e+00
1.038961410522460938e+00 1.660600185394287109e+00 6.670050024986267090e-01 0.000000000000000000e+00
9.291844367980957031e-01 1.485130548477172852e+00 5.965270996093750000e-01 0.000000000000000000e+00
8.311372399330139160e-01 1.328506112098693848e+00 5.336146354675292969e-01 0.000000000000000000e+00
9.692246913909912109e-01 1.188146114349365234e+00 4.772306382656097412e-01 0.000000000000000000e+00
1.468674659729003906e+00 1.062874436378479004e+00 4.269014894962310791e-01 0.000000000000000000e+00
1.969056248664855957e+00 9.505846500396728516e-01 8.971680402755737305e-01 0.000000000000000000e+00
2.468544244766235352e+00 8.501558303833007812e-01 1.396501779556274414e+00 0.000000000000000000e+00
2.968991279602050781e+00 1.188335537910461426e+00 1.897035717964172363e+00 0.000000000000000000e+00
3.468324422836303711e+00 1.689344048500061035e+00 2.397454738616943359e+00 0.000000000000000000e+00
3.968791484832763672e+00 2.070594310760498047e+00 2.302187919616699219e+00 0.000000000000000000e+00
4.241572856903076172e+00 1.851817607879638672e+00 2.058931827545166016e+00 0.000000000000000000e+00
3.794236660003662109e+00 1.656528949737548828e+00 1.841763734817504883e+00 0.000000000000000000e+00
3.393337011337280273e+00 1.481478452682495117e+00 1.647139310836791992e+00 0.000000000000000000e+00
3.035482645034790039e+00 1.325234889984130859e+00 1.473413705825805664e+00 0.000000000000000000e+00
2.714721202850341797e+00 1.262173652648925781e+00 1.317718029022216797e+00 0.000000000000000000e+00
2.607036828994750977e+00 1.761629819869995117e+00 1.187448501586914062e+00 0.000000000000000000e+00
3.107451677322387695e+00 2.262035131454467773e+00 1.687883615493774414e+00 0.000000000000000000e+00
3.607882976531982422e+00 2.327942848205566406e+00 2.187618970870971680e+00 0.000000000000000000e+00
3.405085802078247070e+00 2.081928491592407227e+00 2.234538316726684570e+00 0.000000000000000000e+00
3.045274257659912109e+00 1.862353801727294922e+00 1.998419404029846191e+00 0.000000000000000000e+00
2.724116802215576172e+00 1.665575385093688965e+00 1.787263035774230957e+00 0.000000000000000000e+00
2.436256885528564453e+00 1.489964127540588379e+00 1.598750352859497070e+00 0.000000000000000000e+00
2.889995336532592773e+00 1.332539796829223633e+00 1.881666898727416992e+00 0.000000000000000000e+00
3.390452384948730469e+00 1.191773653030395508e+00 2.381170749664306641e+00 0.000000000000000000e+00
3.889931917190551758e+00 1.066090226173400879e+00 2.881685256958007812e+00 0.000000000000000000e+00
3.657797336578369141e+00 9.534497261047363281e-01 2.792860269546508789e+00 0.000000000000000000e+00
3.271992921829223633e+00 9.982315897941589355e-01 2.497770309448242188e+00 0.000000000000000000e+00
2.926277399063110352e+00 1.445856451988220215e+00 2.234368324279785156e+00 0.000000000000000000e+00
2.617622852325439453e+00 1.293073296546936035e+00 1.998251318931579590e+00 0.000000000000000000e+00
2.341033458709716797e+00 1.156700015068054199e+00 1.787498831748962402e+00 0.000000000000000000e+00
2.094227075576782227e+00 1.034491062164306641e+00 1.922383546829223633e+00 0.000000000000000000e+00
1.872918725013732910e+00 9.253951907157897949e-01 2.421863794326782227e+00 0.000000000000000000e+00
1.792691349983215332e+00 8.276203870773315430e-01 2.922433614730834961e+00 0.000000000000000000e+00
2.292073965072631836e+00 7.401762008666992188e-01 3.421932935714721680e+00 0.000000000000000000e+00
2.792566061019897461e+00 6.621101498603820801e-01 3.253046274185180664e+00 0.000000000000000000e+00
3.292093276977539062e+00 8.992604017257690430e-01 2.909954786300659180e+00 0.000000000000000000e+00
3.230846405029296875e+00 1.398699760437011719e+00 2.602480411529541016e+00 0.000000000000000000e+00
2.890099048614501953e+00 1.899097919464111328e+00 2.328013181686401367e+00 0.000000000000000000e+00
2.584719896316528320e+00 1.776625990867614746e+00 2.082015037536621094e+00 0.000000000000000000e+00
2.312106847763061523e+00 1.588919043540954590e+00 1.862429499626159668e+00 0.000000000000000000e+00
2.067786455154418945e+00 1.421382546424865723e+00 1.665639042854309082e+00 0.000000000000000000e+00
1.849746465682983398e+00 1.271198034286499023e+00 1.489979267120361328e+00 0.000000000000000000e+00
1.654312252998352051e+00 1.136884093284606934e+00 1.332662582397460938e+00 0.000000000000000000e+00
1.479530572891235352e+00 1.016984462738037109e+00 1.192020535469055176e+00 0.000000000000000000e+00
1.323459625244140625e+00 9.095109105110168457e-01 1.066071271896362305e+00 0.000000000000000000e+00
1.183626770973205566e+00 8.136015534400939941e-01 9.534165859222412109e-01 0.000000000000000000e+00
1.058786034584045410e+00 1.253806829452514648e+00 1.417466282844543457e+00 0.000000000000000000e+00
9.469236731529235840e-01 1.753161549568176270e+00 1.917954444885253906e+00 0.000000000000000000e+00
8.470504879951477051e-01 2.010457038879394531e+00 2.417427301406860352e+00 0.000000000000000000e+00
7.575336694717407227e-01 1.798007130622863770e+00 2.918033361434936523e+00 0.000000000000000000e+00
8.979499340057373047e-01 1.608369946479797363e+00 2.916490316390991211e+00 0.000000000000000000e+00
1.398751974105834961e+00 1.438426494598388672e+00 2.608321905136108398e+00 0.000000000000000000e+00
1.898241996765136719e+00 1.286731243133544922e+00 2.333223104476928711e+00 0.000000000000000000e+00
2.397686719894409180e+00 1.150786757469177246e+00 2.087203025817871094e+00 0.000000000000000000e+00
2.273805618286132812e+00 1.029444575309753418e+00 1.965139150619506836e+00 0.000000000000000000e+00
2.604562282562255859e+00 1.061797499656677246e+00 2.438970565795898438e+00 0.000000000000000000e+00
3.105024814605712891e+00 1.561115026473999023e+00 2.627528190612792969e+00 0.000000000000000000e+00
3.605431079864501953e+00 2.061522245407104492e+00 3.126884937286376953e+00 0.000000000000000000e+00
4.104882717132568359e+00 2.562089681625366211e+00 3.627372503280639648e+00 0.000000000000000000e+00
4.605311870574951172e+00 3.061580896377563477e+00 4.127914905548095703e+00 0.000000000000000000e+00
5.104732036590576172e+00 3.561950922012329102e+00 4.627357959747314453e+00 0.000000000000000000e+00
5.605151176452636719e+00 4.061340332031250000e+00 5.127858161926269531e+00 0.000000000000000000e+00
6.104602813720703125e+00 4.561733245849609375e+00 5.627450942993164062e+00 0.000000000000000000e+00
6.605049610137939453e+00 5.062201499938964844e+00 6.127947330474853516e+00 0.000000000000000000e+00
7.104360103607177734e+00 5.561687469482421875e+00 6.627614498138427734e+00 0.000000000000000000e+00
7.604883193969726562e+00 6.062160491943359375e+00 7.127098560333251953e+00 0.000000000000000000e+00
8.105309486389160156e+00 6.561606407165527344e+00 7.627562999725341797e+00 0.000000000000000000e+00
8.604648590087890625e+00 7.062068939208984375e+00 8.126932144165039062e+00 0.000000000000000000e+00
9.105024337768554688e+00 7.561589241027832031e+00 8.627348899841308594e+00 0.000000000000000000e+00
9.604318618774414062e+00 8.062014579772949219e+00 9.127864837646484375e+00 0.000000000000000000e+00
1.010490798950195312e+01 8.563138961791992188e+00 9.627364158630371094e+00 0.000000000000000000e+00
1.057981491088867188e+01 9.061607360839843750e+00 1.012779617309570312e+01 0.000000000000000000e+00
9.464063644409179688e+00 9.562014579772949219e+00 1.062728691101074219e+01 0.000000000000000000e+00
8.464066505432128906e+00 1.006148719787597656e+01 1.034181404113769531e+01 0.000000000000000000e+00
7.571248054504394531e+00 1.056187152862548828e+01 9.250879287719726562e+00 0.000000000000000000e+00
6.772712707519531250e+00 1.106114482879638672e+01 8.273282051086425781e+00 0.000000000000000000e+00
6.057058334350585938e+00 1.156161785125732422e+01 7.400903701782226562e+00 0.000000000000000000e+00
5.416833877563476562e+00 1.206210803985595703e+01 7.352026939392089844e+00 0.000000000000000000e+00
4.845360279083251953e+00 1.170331478118896484e+01 6.576682090759277344e+00 0.000000000000000000e+00
4.334521293640136719e+00 1.046673583984375000e+01 5.881697177886962891e+00 0.000000000000000000e+00
3.876317977905273438e+00 1.041797256469726562e+01 5.261399269104003906e+00 0.000000000000000000e+00
3.467619180679321289e+00 1.091834259033203125e+01 4.705403804779052734e+00 0.000000000000000000e+00
3.101109743118286133e+00 1.141758918762207031e+01 4.209276199340820312e+00 0.000000000000000000e+00
2.773453235626220703e+00 1.191792106628417969e+01 3.764503717422485352e+00 0.000000000000000000e+00
2.480926036834716797e+00 1.241836738586425781e+01 3.366704702377319336e+00 0.000000000000000000e+00
2.218825578689575195e+00 1.291779136657714844e+01 3.011642932891845703e+00 0.000000000000000000e+00
1.984812736511230469e+00 1.341821956634521484e+01 3.196436166763305664e+00 0.000000000000000000e+00
2.094761610031127930e+00 1.391750907897949219e+01 3.695967674255371094e+00 0.000000000000000000e+00
2.594206333160400391e+00 1.441791820526123047e+01 4.196452617645263672e+00 0.000000000000000000e+00
3.094586610794067383e+00 1.491839408874511719e+01 4.695899486541748047e+00 0.000000000000000000e+00
3.593988656997680664e+00 1.541787147521972656e+01 5.196372985839843750e+00 0.000000000000000000e+00
4.094446659088134766e+00 1.591826438903808594e+01 5.695801734924316406e+00 0.000000000000000000e+00
4.594899177551269531e+00 1.641749954223632812e+01 6.196253299713134766e+00 0.000000000000000000e+00
5.094367027282714844e+00 1.691780281066894531e+01 6.695575237274169922e+00 0.000000000000000000e+00
5.594758510589599609e+00 1.741796302795410156e+01 7.196140766143798828e+00 0.000000000000000000e+00
5.798157691955566406e+00 1.791845512390136719e+01 7.695551872253417969e+00 0.000000000000000000e+00
5.185436725616455078e+00 1.675623512268066406e+01 8.196049690246582031e+00 0.000000000000000000e+00
4.638523101806640625e+00 1.499263286590576172e+01 8.696558952331542969e+00 0.000000000000000000e+00
4.148359298706054688e+00 1.340863895416259766e+01 9.196054458618164062e+00 0.000000000000000000e+00
3.710826873779296875e+00 1.199455547332763672e+01 8.966043472290039062e+00 0.000000000000000000e+00
3.318740129470825195e+00 1.072736549377441406e+01 8.020456314086914062e+00 0.000000000000000000e+00
